GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U7H001
"G36010900019011004","2020","NY","1000000US361090019011004","361090019011004","1","2","New York","36","Tompkins County","109","20962","T1","99999","99999","99999","99","001901","1","1004","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000016","A","13053","99999","99999","09330","02300","633868","0","1004","Block 1004","S","+42.4183781","-076.2606035","BK","99999",3
"G36010900019011005","2020","NY","1000000US361090019011005","361090019011005","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1005","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","13053","99999","99999","09330","02300","2141067","3523","1005","Block 1005","S","+42.4111107","-076.2676418","BK","99999",29
"G36010900019011006","2020","NY","1000000US361090019011006","361090019011006","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1006","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","09330","02300","1054479","702","1006","Block 1006","S","+42.4120107","-076.2871285","BK","99999",7
"G36010900019011007","2020","NY","1000000US361090019011007","361090019011007","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1007","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","09330","02300","48253","0","1007","Block 1007","S","+42.4113650","-076.2944117","BK","99999",3
"G36010900019011008","2020","NY","1000000US361090019011008","361090019011008","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1008","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","09330","02300","2243538","0","1008","Block 1008","S","+42.4080825","-076.3026246","BK","99999",16
"G36010900019011009","2020","NY","1000000US361090019011009","361090019011009","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1009","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","09330","02300","67764","0","1009","Block 1009","S","+42.4056018","-076.2947995","BK","99999",0
"G36010900019011010","2020","NY","1000000US361090019011010","361090019011010","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1010","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","7893322","29747","1010","Block 1010","S","+42.4030171","-076.3189709","BK","99999",99
"G36010900019011011","2020","NY","1000000US361090019011011","361090019011011","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","67631","U1","001901","1","1011","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000002","A","14881","99999","99999","15570","02300","461422","643","1011","Block 1011","S","+42.3943400","-076.3458723","BK","99999",121
"G36010900019011012","2020","NY","1000000US361090019011012","361090019011012","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","67631","U1","001901","1","1012","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","59980","0","1012","Block 1012","S","+42.3929248","-076.3396449","BK","99999",24
"G36010900019011013","2020","NY","1000000US361090019011013","361090019011013","1","2","New York","36","Tompkins County","109","20962","T1","99999","99999","99999","99","001901","1","1013","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000016","A","13068","99999","99999","09330","02300","1014281","0","1013","Block 1013","S","+42.4182392","-076.3367959","BK","99999",24
"G36010900019011014","2020","NY","1000000US361090019011014","361090019011014","1","2","New York","36","Tompkins County","109","20962","T1","99999","99999","99999","99","001901","1","1014","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000016","A","13068","99999","99999","09330","02300","316733","368","1014","Block 1014","S","+42.4238438","-076.3336716","BK","99999",5
"G36010900019011015","2020","NY","1000000US361090019011015","361090019011015","1","2","New York","36","Tompkins County","109","20962","T1","99999","99999","99999","99","001901","1","1015","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000016","A","13068","99999","99999","09330","02300","809568","0","1015","Block 1015","S","+42.4286722","-076.3279543","BK","99999",21
"G36010900019011016","2020","NY","1000000US361090019011016","361090019011016","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1016","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","477340","0","1016","Block 1016","S","+42.3966014","-076.3016220","BK","99999",12
"G36010900019011017","2020","NY","1000000US361090019011017","361090019011017","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1017","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","101757","0","1017","Block 1017","S","+42.3904108","-076.3008468","BK","99999",5
"G36010900019011018","2020","NY","1000000US361090019011018","361090019011018","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1018","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","271062","0","1018","Block 1018","S","+42.3885919","-076.2988089","BK","99999",18
"G36010900019011019","2020","NY","1000000US361090019011019","361090019011019","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1019","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","198404","0","1019","Block 1019","S","+42.3797705","-076.2967289","BK","99999",27
"G36010900019011020","2020","NY","1000000US361090019011020","361090019011020","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1020","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","2483833","30746","1020","Block 1020","S","+42.3876459","-076.3132815","BK","99999",83
"G36010900019011021","2020","NY","1000000US361090019011021","361090019011021","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1021","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","2966962","4039","1021","Block 1021","S","+42.3808505","-076.3218322","BK","99999",31
"G36010900019011022","2020","NY","1000000US361090019011022","361090019011022","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","67631","U1","001901","1","1022","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","107125","0","1022","Block 1022","S","+42.3911829","-076.3424728","BK","99999",16
"G36010900019011023","2020","NY","1000000US361090019011023","361090019011023","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1023","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","4140175","2387","1023","Block 1023","S","+42.3787164","-076.3382160","BK","99999",86
"G36010900019011024","2020","NY","1000000US361090019011024","361090019011024","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","67631","U1","001901","1","1024","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000002","A","14881","99999","99999","15570","02300","41877","0","1024","Block 1024","S","+42.3935142","-076.3481828","BK","99999",39
"G36010900019011025","2020","NY","1000000US361090019011025","361090019011025","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","67631","U1","001901","1","1025","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","10692","0","1025","Block 1025","S","+42.3931600","-076.3442470","BK","99999",8
"G36010900019011026","2020","NY","1000000US361090019011026","361090019011026","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1026","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14881","99999","99999","15570","02300","117415","0","1026","Block 1026","S","+42.3927810","-076.3540510","BK","99999",8
"G36010900019011027","2020","NY","1000000US361090019011027","361090019011027","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1027","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14881","99999","99999","15570","02300","321676","0","1027","Block 1027","S","+42.4010108","-076.3518332","BK","99999",18
"G36010900019011028","2020","NY","1000000US361090019011028","361090019011028","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1028","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14881","99999","99999","15570","02300","2664253","856","1028","Block 1028","S","+42.3999191","-076.3588820","BK","99999",40
"G36010900019011029","2020","NY","1000000US361090019011029","361090019011029","1","2","New York","36","Tompkins County","109","20962","T1","99999","99999","99999","99","001901","1","1029","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000015","A","14850","99999","99999","15570","02300","1490833","2390","1029","Block 1029","S","+42.4179613","-076.3619044","BK","99999",42
"G36010900019011030","2020","NY","1000000US361090019011030","361090019011030","1","2","New York","36","Tompkins County","109","20962","T1","99999","99999","99999","99","001901","1","1030","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000015","A","13068","99999","99999","09330","02300","719720","0","1030","Block 1030","S","+42.4200307","-076.3461153","BK","99999",38
"G36010900019011031","2020","NY","1000000US361090019011031","361090019011031","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1031","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14850","99999","99999","15570","02300","576310","0","1031","Block 1031","S","+42.4073560","-076.3690130","BK","99999",23
"G36010900019011032","2020","NY","1000000US361090019011032","361090019011032","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1032","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14881","99999","99999","15570","02300","15065","0","1032","Block 1032","S","+42.4137804","-076.3518109","BK","99999",9
"G36010900019011033","2020","NY","1000000US361090019011033","361090019011033","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1033","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","14817","99999","99999","15570","02300","3696114","2208","1033","Block 1033","S","+42.3596554","-076.3035679","BK","99999",24
"G36010900019011034","2020","NY","1000000US361090019011034","361090019011034","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1034","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","14817","99999","99999","15570","02300","1452649","0","1034","Block 1034","S","+42.3728454","-076.3027247","BK","99999",69
"G36010900019011035","2020","NY","1000000US361090019011035","361090019011035","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1035","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","14817","99999","99999","15570","02300","2386796","0","1035","Block 1035","S","+42.3699911","-076.2869250","BK","99999",47
"G36010900019011036","2020","NY","1000000US361090019011036","361090019011036","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1036","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","155008","0","1036","Block 1036","S","+42.3786935","-076.2827200","BK","99999",14
"G36010900019011037","2020","NY","1000000US361090019011037","361090019011037","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1037","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","93021","0","1037","Block 1037","S","+42.3788301","-076.2889189","BK","99999",12
"G36010900019011038","2020","NY","1000000US361090019011038","361090019011038","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1038","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14881","99999","99999","15570","02300","43026","1581","1038","Block 1038","S","+42.3932823","-076.3587221","BK","99999",7
"G36010900019011039","2020","NY","1000000US361090019011039","361090019011039","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1039","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","1057781","0","1039","Block 1039","S","+42.3871872","-076.3556342","BK","99999",188
"G36010900019011040","2020","NY","1000000US361090019011040","361090019011040","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1040","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","13736","99999","99999","15570","02300","3777091","1603","1040","Block 1040","S","+42.3653894","-076.2625750","BK","99999",11
"G36010900019011041","2020","NY","1000000US361090019011041","361090019011041","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1041","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","13736","99999","99999","20670","02300","2996169","10782","1041","Block 1041","S","+42.3485455","-076.2462887","BK","99999",26
"G36010900019011042","2020","NY","1000000US361090019011042","361090019011042","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1042","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","13736","99999","99999","20670","02300","1936455","1941","1042","Block 1042","S","+42.3410350","-076.2603572","BK","99999",34
"G36010900019011043","2020","NY","1000000US361090019011043","361090019011043","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1043","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","13736","99999","99999","15570","02300","1588891","13396","1043","Block 1043","S","+42.3514781","-076.2684285","BK","99999",11
"G36010900019011044","2020","NY","1000000US361090019011044","361090019011044","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1044","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","13736","99999","99999","15570","02300","1854447","1204","1044","Block 1044","S","+42.3606914","-076.2748765","BK","99999",24
"G36010900019011045","2020","NY","1000000US361090019011045","361090019011045","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1045","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","13736","99999","99999","15570","02300","1422960","5812","1045","Block 1045","S","+42.3457242","-076.2812167","BK","99999",24
"G36010900019011046","2020","NY","1000000US361090019011046","361090019011046","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1046","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","14817","99999","99999","15570","02300","2415918","0","1046","Block 1046","S","+42.3484904","-076.3020414","BK","99999",49
"G36010900019011047","2020","NY","1000000US361090019011047","361090019011047","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1047","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","14817","99999","99999","15570","02300","2779308","1331","1047","Block 1047","S","+42.3655698","-076.3320042","BK","99999",67
"G36010900019011048","2020","NY","1000000US361090019011048","361090019011048","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1048","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","14817","99999","99999","15570","02300","177355","0","1048","Block 1048","S","+42.3649610","-076.3172010","BK","99999",20
"G36010900019011049","2020","NY","1000000US361090019011049","361090019011049","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1049","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","13736","99999","99999","20670","02300","1928545","6821","1049","Block 1049","S","+42.3212548","-076.2544325","BK","99999",34
"G36010900019011050","2020","NY","1000000US361090019011050","361090019011050","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1050","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","13736","99999","99999","20670","02300","6523453","7913","1050","Block 1050","S","+42.3227756","-076.2651318","BK","99999",46
"G36010900019011051","2020","NY","1000000US361090019011051","361090019011051","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1051","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","13736","99999","99999","15570","02300","266170","291","1051","Block 1051","S","+42.3425782","-076.2895476","BK","99999",9
"G36010900019011052","2020","NY","1000000US361090019011052","361090019011052","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","1","1052","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","13736","99999","99999","15570","02300","169922","0","1052","Block 1052","S","+42.3446843","-076.2718432","BK","99999",7
"G36010900019012000","2020","NY","1000000US361090019012000","361090019012000","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2000","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14881","99999","99999","15570","02300","307350","0","2000","Block 2000","S","+42.3920616","-076.3712836","BK","99999",12
"G36010900019012001","2020","NY","1000000US361090019012001","361090019012001","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2001","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","385807","0","2001","Block 2001","S","+42.3858456","-076.3799278","BK","99999",22
"G36010900019012002","2020","NY","1000000US361090019012002","361090019012002","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2002","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14850","99999","99999","15570","02300","1035348","1979","2002","Block 2002","S","+42.3907880","-076.3829755","BK","99999",70
"G36010900019012003","2020","NY","1000000US361090019012003","361090019012003","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2003","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14850","99999","99999","15570","02300","505422","0","2003","Block 2003","S","+42.3914689","-076.3923946","BK","99999",17
"G36010900019012004","2020","NY","1000000US361090019012004","361090019012004","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2004","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000003","A","14850","99999","99999","15570","02300","1135820","0","2004","Block 2004","S","+42.3910820","-076.4026039","BK","99999",84
"G36010900019012005","2020","NY","1000000US361090019012005","361090019012005","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2005","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","220157","0","2005","Block 2005","S","+42.3858094","-076.3733796","BK","99999",32
"G36010900019012006","2020","NY","1000000US361090019012006","361090019012006","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2006","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","498974","0","2006","Block 2006","S","+42.3892890","-076.3667213","BK","99999",38
"G36010900019012007","2020","NY","1000000US361090019012007","361090019012007","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2007","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","72220","0","2007","Block 2007","S","+42.3853568","-076.3601888","BK","99999",0
"G36010900019012008","2020","NY","1000000US361090019012008","361090019012008","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2008","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000002","A","14817","99999","99999","15570","02300","1010878","445","2008","Block 2008","S","+42.3827355","-076.3670168","BK","99999",88
"G36010900019012009","2020","NY","1000000US361090019012009","361090019012009","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2009","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","3588841","3559","2009","Block 2009","S","+42.3734996","-076.3664249","BK","99999",116
"G36010900019012010","2020","NY","1000000US361090019012010","361090019012010","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","10077","U1","001901","2","2010","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","168286","0","2010","Block 2010","S","+42.3791886","-076.3940677","BK","99999",52
"G36010900019012011","2020","NY","1000000US361090019012011","361090019012011","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","10077","U1","001901","2","2011","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","2367","0","2011","Block 2011","S","+42.3817128","-076.3891970","BK","99999",0
"G36010900019012012","2020","NY","1000000US361090019012012","361090019012012","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","10077","U1","001901","2","2012","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","0","6799","2012","Block 2012","S","+42.3821236","-076.3907206","BK","99999",0
"G36010900019012013","2020","NY","1000000US361090019012013","361090019012013","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2013","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","0","37172","2013","Block 2013","S","+42.3837977","-076.4044258","BK","99999",0
"G36010900019012014","2020","NY","1000000US361090019012014","361090019012014","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","10077","U1","001901","2","2014","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","195234","0","2014","Block 2014","S","+42.3854507","-076.4052670","BK","99999",69
"G36010900019012015","2020","NY","1000000US361090019012015","361090019012015","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","10077","U1","001901","2","2015","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","97156","0","2015","Block 2015","S","+42.3823669","-076.3950996","BK","99999",39
"G36010900019012016","2020","NY","1000000US361090019012016","361090019012016","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2016","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","234358","0","2016","Block 2016","S","+42.3842851","-076.3976320","BK","99999",10
"G36010900019012017","2020","NY","1000000US361090019012017","361090019012017","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2017","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","318522","548","2017","Block 2017","S","+42.3861165","-076.3920338","BK","99999",25
"G36010900019012018","2020","NY","1000000US361090019012018","361090019012018","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","10077","U1","001901","2","2018","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","27477","0","2018","Block 2018","S","+42.3825050","-076.3905684","BK","99999",30
"G36010900019012019","2020","NY","1000000US361090019012019","361090019012019","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","10077","U1","001901","2","2019","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","N","N","99999","R","23","051","125","000003","A","14817","99999","99999","15570","02300","21285","0","2019","Block 2019","S","+42.3816380","-076.3944773","BK","99999",10
"G36010900019012020","2020","NY","1000000US361090019012020","361090019012020","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2020","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","14817","99999","99999","15570","02300","2104358","3283","2020","Block 2020","S","+42.3620790","-076.3629283","BK","99999",36
"G36010900019012021","2020","NY","1000000US361090019012021","361090019012021","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2021","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","14817","99999","99999","15570","02300","223058","0","2021","Block 2021","S","+42.3636696","-076.3522309","BK","99999",19
"G36010900019012022","2020","NY","1000000US361090019012022","361090019012022","1","2","New York","36","Tompkins County","109","12606","T1","99999","99999","99999","99","001901","2","2022","9999","9999","9999","99","999","999999","9","99999","27060","1","296","99999","99999","9","999","99999","9","9","99999","R","23","051","125","000001","A","14817","99999","99999","15570","02300","2533808","7551","2022","Block 2022","S","+42.3576253","-076.3351668","BK","99999",49
